timestamp,close
2024-01-01T00:00:00+00:00,49.928
2024-01-02T00:00:00+00:00,50.2796
2024-01-03T00:00:00+00:00,50.4471
2024-01-04T00:00:00+00:00,50.507
2024-01-05T00:00:00+00:00,50.838
2024-01-06T00:00:00+00:00,50.334
2024-01-07T00:00:00+00:00,50.3588
2024-01-08T00:00:00+00:00,49.6367
2024-01-09T00:00:00+00:00,50.0786
2024-01-10T00:00:00+00:00,50.2087
2024-01-11T00:00:00+00:00,50.4993
2024-01-12T00:00:00+00:00,50.203
2024-01-13T00:00:00+00:00,50.543
2024-01-14T00:00:00+00:00,50.0503
2024-01-15T00:00:00+00:00,50.1165
2024-01-16T00:00:00+00:00,50.301
2024-01-17T00:00:00+00:00,49.9977
2024-01-18T00:00:00+00:00,50.2581
2024-01-19T00:00:00+00:00,49.8597
2024-01-20T00:00:00+00:00,50.5825
2024-01-21T00:00:00+00:00,51.308
2024-01-22T00:00:00+00:00,51.0549
2024-01-23T00:00:00+00:00,51.085
2024-01-24T00:00:00+00:00,51.4607
2024-01-25T00:00:00+00:00,51.785
2024-01-26T00:00:00+00:00,51.3841
2024-01-27T00:00:00+00:00,51.3642
2024-01-28T00:00:00+00:00,51.233
2024-01-29T00:00:00+00:00,50.9652
2024-01-30T00:00:00+00:00,50.9724
2024-01-31T00:00:00+00:00,51.5316
2024-02-01T00:00:00+00:00,51.0433
2024-02-02T00:00:00+00:00,51.6743
2024-02-03T00:00:00+00:00,51.5127
2024-02-04T00:00:00+00:00,51.2727
2024-02-05T00:00:00+00:00,52.0027
2024-02-06T00:00:00+00:00,50.8335
2024-02-07T00:00:00+00:00,50.5774
2024-02-08T00:00:00+00:00,51.4589
2024-02-09T00:00:00+00:00,52.159
2024-02-10T00:00:00+00:00,52.2274
2024-02-11T00:00:00+00:00,51.6421
2024-02-12T00:00:00+00:00,52.8036
2024-02-13T00:00:00+00:00,52.1718
2024-02-14T00:00:00+00:00,53.0645
2024-02-15T00:00:00+00:00,53.3801
2024-02-16T00:00:00+00:00,53.4262
2024-02-17T00:00:00+00:00,53.5439
2024-02-18T00:00:00+00:00,53.2583
2024-02-19T00:00:00+00:00,53.0806
2024-02-20T00:00:00+00:00,53.8245
2024-02-21T00:00:00+00:00,54.0733
2024-02-22T00:00:00+00:00,53.7429
2024-02-23T00:00:00+00:00,54.1124
2024-02-24T00:00:00+00:00,54.2751
2024-02-25T00:00:00+00:00,54.1465
2024-02-26T00:00:00+00:00,54.225
2024-02-27T00:00:00+00:00,53.9875
2024-02-28T00:00:00+00:00,54.121
2024-02-29T00:00:00+00:00,54.4433
2024-03-01T00:00:00+00:00,54.3634
2024-03-02T00:00:00+00:00,54.3587
2024-03-03T00:00:00+00:00,54.6203
2024-03-04T00:00:00+00:00,55.1451
2024-03-05T00:00:00+00:00,55.1634
2024-03-06T00:00:00+00:00,55.5276
2024-03-07T00:00:00+00:00,56.4946
2024-03-08T00:00:00+00:00,56.2893
2024-03-09T00:00:00+00:00,55.9593
2024-03-10T00:00:00+00:00,56.0754
2024-03-11T00:00:00+00:00,56.0064
2024-03-12T00:00:00+00:00,56.1667
2024-03-13T00:00:00+00:00,55.4325
2024-03-14T00:00:00+00:00,55.7922
