timestamp,close
2024-01-01T00:00:00+00:00,1.049443
2024-01-02T00:00:00+00:00,1.041963
2024-01-03T00:00:00+00:00,1.040892
2024-01-04T00:00:00+00:00,1.04673
2024-01-05T00:00:00+00:00,1.043065
2024-01-06T00:00:00+00:00,1.049653
2024-01-07T00:00:00+00:00,1.052352
2024-01-08T00:00:00+00:00,1.05485
2024-01-09T00:00:00+00:00,1.056786
2024-01-10T00:00:00+00:00,1.051279
2024-01-11T00:00:00+00:00,1.038244
2024-01-12T00:00:00+00:00,1.042696
2024-01-13T00:00:00+00:00,1.047011
2024-01-14T00:00:00+00:00,1.045625
2024-01-15T00:00:00+00:00,1.048907
2024-01-16T00:00:00+00:00,1.051396
2024-01-17T00:00:00+00:00,1.049147
2024-01-18T00:00:00+00:00,1.060934
2024-01-19T00:00:00+00:00,1.064889
2024-01-20T00:00:00+00:00,1.069186
2024-01-21T00:00:00+00:00,1.062195
2024-01-22T00:00:00+00:00,1.055106
2024-01-23T00:00:00+00:00,1.053662
2024-01-24T00:00:00+00:00,1.065407
2024-01-25T00:00:00+00:00,1.062742
2024-01-26T00:00:00+00:00,1.060056
2024-01-27T00:00:00+00:00,1.056591
2024-01-28T00:00:00+00:00,1.051335
2024-01-29T00:00:00+00:00,1.057463
2024-01-30T00:00:00+00:00,1.058468
2024-01-31T00:00:00+00:00,1.060004
2024-02-01T00:00:00+00:00,1.062082
2024-02-02T00:00:00+00:00,1.072022
2024-02-03T00:00:00+00:00,1.072776
2024-02-04T00:00:00+00:00,1.072202
2024-02-05T00:00:00+00:00,1.07583
2024-02-06T00:00:00+00:00,1.078796
2024-02-07T00:00:00+00:00,1.078973
2024-02-08T00:00:00+00:00,1.077025
2024-02-09T00:00:00+00:00,1.075396
2024-02-10T00:00:00+00:00,1.076691
2024-02-11T00:00:00+00:00,1.076902
2024-02-12T00:00:00+00:00,1.083928
2024-02-13T00:00:00+00:00,1.085742
2024-02-14T00:00:00+00:00,1.090894
2024-02-15T00:00:00+00:00,1.094655
2024-02-16T00:00:00+00:00,1.088614
2024-02-17T00:00:00+00:00,1.098915
2024-02-18T00:00:00+00:00,1.09127
2024-02-19T00:00:00+00:00,1.09559
2024-02-20T00:00:00+00:00,1.090203
2024-02-21T00:00:00+00:00,1.092859
2024-02-22T00:00:00+00:00,1.093496
2024-02-23T00:00:00+00:00,1.096739
2024-02-24T00:00:00+00:00,1.098152
2024-02-25T00:00:00+00:00,1.105759
2024-02-26T00:00:00+00:00,1.111929
2024-02-27T00:00:00+00:00,1.113615
2024-02-28T00:00:00+00:00,1.118158
